asset_id,purchase_date,device_type,department,region,brand,model_year,age_in_months,battery_cycles,battery_health_percent,smart_sectors_reallocated,thermal_events_count,daily_usage_hours,usage_type,os,overheating_issues,performance_rating,total_incidents,critical_incidents,high_incidents,medium_incidents,low_incidents,avg_resolution_time_hours,incident_rate_per_month,critical_incident_ratio,battery_degradation_rate,thermal_events_per_month,risk_score,risk_label,data_completeness,created_at,purchase_year,age_in_months_recalc
LAP-0422,2023-07-30 08:38:24.000000000,laptop,Sales,US,Asus,2023,31,239,40.36,58,16,11.9,Gaming,Windows,True,2,12,0,2,4,6,6.74,3.871,0.0,1.9239,0.5161,0.514,medium,1.0,2023-08-20 08:38:24.000000000,2025,10
LAP-0423,2025-07-29 22:04:48.000000000,laptop,HR,EU,Lenovo,2024,7,119,67.13,13,1,6.5,Office,Windows,False,4,3,0,0,1,2,6.61,3.0,0.0,4.6957,0.1429,0.157,low,1.0,2025-08-01 22:04:48.000000000,2025,7
LAP-0424,2019-08-29 16:19:11.999999983,laptop,Engineering,US,Dell,2019,78,181,22.0,90,49,6.9,Programming,Windows,False,1,18,4,4,4,6,4.69,2.308,0.2222,1.0,0.6282,0.901,high,0.7,2019-09-20 16:19:11.999999983,2025,11
LAP-0425,2023-02-28 03:50:23.999999992,laptop,Sales,India,Dell,2022,36,114,47.56,44,9,5.2,Creative,Windows,False,2,8,0,1,3,4,8.97,2.222,0.0,1.4567,0.25,0.41,medium,1.0,2023-03-06 03:50:23.999999992,2025,5
LAP-0426,2021-07-29 19:12:00.000000000,laptop,Operations,EU,HP,2020,55,101,61.26,20,9,3.1,Office,Windows,False,4,5,0,0,2,3,4.87,0.909,0.0,0.7044,0.1636,0.337,low,1.0,2021-08-12 19:12:00.000000000,2025,7
LAP-0427,2025-04-29 14:24:00.000000000,laptop,IT,US,Asus,2024,10,100,84.9,22,5,4.4,Student,Windows,False,5,0,0,0,0,0,0.0,0.0,0.0,1.51,0.5,0.123,low,0.49,2025-05-23 14:24:00.000000000,2025,6
LAP-0428,2025-05-30 00:57:36.000000000,laptop,Engineering,India,Acer,2024,9,100,40.0,54,5,7.8,Programming,Windows,False,1,14,0,2,5,7,5.94,14.0,0.0,6.6667,0.5556,0.437,medium,1.0,2025-06-17 00:57:36.000000000,2025,2
LAP-0429,2025-01-28 06:43:12.000000000,laptop,Engineering,India,Acer,2025,13,100,40.0,58,8,8.0,Office,Windows,False,1,12,0,2,4,6,9.19,9.231,0.0,4.6154,0.6154,0.445,medium,1.0,2025-02-14 06:43:12.000000000,2025,5
LAP-0430,2019-11-29 00:00:00.000000000,laptop,Operations,EU,Apple,2019,75,100,17.0,92,49,5.3,Programming,macOS,False,1,17,3,4,4,6,7.53,2.267,0.1765,1.1067,0.6533,0.908,high,0.53,2019-12-03 00:00:00.000000000,2026,1
LAP-0431,2023-08-29 19:12:00.000000000,laptop,IT,India,Apple,2023,30,115,68.59,14,27,11.1,Gaming,macOS,True,4,5,0,1,2,2,8.66,1.667,0.0,1.047,0.9,0.327,low,1.0,2023-09-21 19:12:00.000000000,2025,4
LAP-0432,2020-12-28 17:16:48.000000000,laptop,HR,India,HP,2020,62,116,31.0,89,49,4.8,Office,Windows,True,1,17,3,5,3,6,9.08,2.742,0.1765,1.1129,0.7903,0.846,high,0.88,2021-01-12 17:16:48.000000000,2025,9
LAP-0433,2023-07-30 08:38:24.000000000,laptop,HR,US,Dell,2022,31,266,40.0,78,45,10.5,Programming,Windows,True,1,17,0,3,6,8,6.46,5.484,0.0,1.9355,1.4516,0.721,high,0.54,2023-08-10 08:38:24.000000000,2025,12
LAP-0434,2020-06-29 01:55:11.999999992,laptop,HR,US,Acer,2019,68,159,17.0,89,49,7.4,Creative,Windows,False,1,20,4,6,3,7,10.15,2.941,0.2,1.2206,0.7206,0.923,high,0.32,2020-07-25 01:55:11.999999992,2025,8
LAP-0435,2023-04-30 00:57:36.000000000,laptop,Operations,India,HP,2022,34,139,62.54,16,4,11.0,Programming,Windows,False,4,2,0,0,0,2,5.04,0.588,0.0,1.1018,0.1176,0.232,low,1.0,2023-05-03 00:57:36.000000000,2025,4
LAP-0436,2024-04-29 07:40:47.999999992,laptop,Engineering,US,Asus,2024,22,210,54.0,52,8,7.2,Office,Windows,False,2,10,0,2,4,4,11.42,4.545,0.0,2.0909,0.3636,0.397,medium,1.0,2024-05-02 07:40:47.999999992,2025,10
LAP-0437,2021-12-29 00:00:00.000000000,laptop,HR,US,Asus,2021,50,173,59.38,32,13,6.7,Creative,Windows,True,3,6,0,1,2,3,7.91,1.2,0.0,0.8124,0.26,0.382,medium,1.0,2022-01-14 00:00:00.000000000,2025,12
LAP-0438,2024-12-28 20:09:36.000000000,laptop,Sales,EU,Apple,2024,14,184,40.38,43,2,12.0,Programming,macOS,False,2,11,0,2,4,5,9.62,7.857,0.0,4.2586,0.1429,0.382,medium,0.69,2025-01-02 20:09:36.000000000,2025,7
LAP-0439,2020-08-28 23:02:23.999999983,laptop,HR,US,Lenovo,2020,66,148,19.0,97,49,11.7,Programming,Windows,True,1,18,3,5,5,5,8.3,2.727,0.1667,1.2273,0.7424,0.91,high,0.75,2020-09-18 23:02:23.999999983,2025,7
LAP-0440,2023-10-29 16:19:12.000000000,laptop,Engineering,US,Apple,2022,28,100,40.0,48,12,7.7,Programming,macOS,True,2,11,0,2,4,5,11.52,3.929,0.0,2.1429,0.4286,0.462,medium,1.0,2023-11-27 16:19:12.000000000,2025,5
LAP-0441,2023-05-30 11:31:11.999999992,laptop,Finance,EU,Acer,2023,33,100,74.06,18,9,6.9,Programming,Windows,False,4,5,0,0,2,3,8.85,1.515,0.0,0.7861,0.2727,0.256,low,1.0,2023-06-09 11:31:11.999999992,2025,5
LAP-0442,2022-12-29 06:43:12.000000000,laptop,HR,US,Dell,2022,38,135,53.93,36,49,11.2,Creative,Windows,True,2,12,0,2,4,6,7.73,3.158,0.0,1.2124,1.2895,0.582,high,1.0,2023-01-17 06:43:12.000000000,2025,5
LAP-0443,2023-03-30 14:23:59.999999992,laptop,Operations,India,Apple,2023,35,100,42.35,28,47,4.6,Office,macOS,True,2,11,0,2,4,5,6.92,3.143,0.0,1.6471,1.3429,0.571,high,1.0,2023-04-24 14:23:59.999999992,2026,1
LAP-0444,2023-05-30 11:31:11.999999992,laptop,IT,India,HP,2022,33,114,40.0,60,30,8.7,Gaming,Windows,True,1,12,0,2,4,6,5.28,3.636,0.0,1.8182,0.9091,0.579,high,0.87,2023-06-03 11:31:11.999999992,2025,5
LAP-0445,2020-10-28 20:09:35.999999992,laptop,IT,EU,Lenovo,2019,64,100,31.0,90,48,5.7,Office,Windows,False,1,19,4,6,3,6,9.13,2.969,0.2105,1.0781,0.75,0.868,high,1.0,2020-11-26 20:09:35.999999992,2026,1
LAP-0446,2024-09-28 12:28:48.000000000,laptop,IT,EU,Apple,2024,17,100,52.4,46,19,3.5,Office,macOS,True,2,12,0,2,4,6,9.17,7.059,0.0,2.8,1.1176,0.442,medium,0.32,2024-10-27 12:28:48.000000000,2025,5
LAP-0447,2022-09-28 23:02:24.000000000,laptop,Engineering,EU,Dell,2022,41,212,55.09,60,6,7.0,Creative,Windows,False,2,9,0,1,3,5,6.89,2.195,0.0,1.0954,0.1463,0.432,medium,0.78,2022-10-17 23:02:24.000000000,2025,12
LAP-0448,2023-03-30 14:23:59.999999992,laptop,Engineering,India,Dell,2023,35,182,40.0,69,5,12.0,Creative,Windows,False,1,19,0,3,7,9,7.38,5.429,0.0,1.7143,0.1429,0.571,high,1.0,2023-04-10 14:23:59.999999992,2025,8
LAP-0449,2022-12-29 06:43:12.000000000,laptop,IT,EU,Apple,2022,38,100,57.67,33,8,4.8,Student,macOS,False,2,8,0,1,3,4,10.29,2.105,0.0,1.1139,0.2105,0.363,medium,1.0,2022-12-31 06:43:12.000000000,2025,3
LAP-0450,2024-02-28 10:33:35.999999992,laptop,IT,EU,Asus,2023,24,185,48.42,43,3,11.1,Creative,Windows,False,2,10,0,2,4,4,9.15,4.167,0.0,2.1492,0.125,0.377,medium,1.0,2024-03-09 10:33:35.999999992,2025,9
LAP-0451,2022-07-30 01:55:11.999999992,laptop,IT,US,HP,2021,43,100,65.67,6,6,4.0,Student,Windows,False,4,4,0,0,1,3,7.12,0.93,0.0,0.7984,0.1395,0.251,low,1.0,2022-08-28 01:55:11.999999992,2025,4
LAP-0452,2022-01-28 10:33:35.999999983,laptop,Engineering,India,Apple,2022,49,100,40.0,63,8,3.5,Student,macOS,False,1,20,0,4,8,8,7.67,4.082,0.0,1.2245,0.1633,0.61,high,0.86,2022-02-08 10:33:35.999999983,2025,5
LAP-0453,2024-09-28 12:28:48.000000000,laptop,Finance,India,Acer,2024,17,100,70.55,17,36,10.1,Programming,Windows,True,4,4,0,0,1,3,5.32,2.353,0.0,1.7324,2.1176,0.327,low,0.88,2024-10-23 12:28:48.000000000,2025,4
LAP-0454,2023-12-29 13:26:23.999999992,laptop,Operations,India,HP,2022,26,121,40.0,59,0,7.8,Programming,Windows,False,2,10,0,2,4,4,12.12,3.846,0.0,2.3077,0.0,0.422,medium,0.85,2024-01-18 13:26:23.999999992,2025,12
LAP-0455,2025-06-29 11:31:12.000000000,laptop,Sales,India,HP,2025,8,100,66.38,7,1,6.3,Office,Windows,False,4,2,0,0,0,2,5.76,2.0,0.0,4.2025,0.125,0.139,low,1.0,2025-07-15 11:31:12.000000000,2025,4
LAP-0456,2023-05-30 11:31:11.999999992,laptop,Engineering,India,Dell,2022,33,255,49.82,63,34,6.2,Office,Windows,True,2,11,0,2,4,5,9.66,3.333,0.0,1.5206,1.0303,0.566,high,1.0,2023-06-18 11:31:11.999999992,2025,12
LAP-0457,2020-04-29 04:47:59.999999983,laptop,Sales,India,HP,2020,70,100,25.0,92,45,3.2,Office,Windows,True,2,20,3,6,3,8,4.59,2.857,0.15,1.0714,0.6429,0.897,high,0.92,2020-05-22 04:47:59.999999983,2025,4
LAP-0458,2020-01-28 21:07:12.000000009,laptop,Sales,US,Dell,2020,73,151,30.0,88,49,8.6,Programming,Windows,True,2,20,3,5,5,7,11.81,2.74,0.15,0.9589,0.6712,0.897,high,1.0,2020-02-21 21:07:12.000000009,2025,9
LAP-0459,2024-08-29 01:55:11.999999992,laptop,Operations,US,Apple,2024,18,318,40.0,58,5,9.9,Gaming,macOS,False,2,11,0,2,4,5,10.43,6.111,0.0,3.3333,0.2778,0.434,medium,1.0,2024-09-09 01:55:11.999999992,2025,12
LAP-0460,2021-11-28 13:26:23.999999992,laptop,Engineering,India,HP,2021,51,221,62.78,15,21,9.0,Gaming,Windows,True,4,4,0,0,1,3,4.8,0.784,0.0,0.7298,0.4118,0.353,medium,1.0,2021-12-12 13:26:23.999999992,2025,10
LAP-0461,2025-07-29 22:04:48.000000000,laptop,Engineering,US,Apple,2024,7,100,89.52,4,3,3.1,Student,macOS,False,5,0,0,0,0,0,0.0,0.0,0.0,1.4971,0.4286,0.061,low,1.0,2025-07-31 22:04:48.000000000,2025,2
LAP-0462,2025-01-28 06:43:12.000000000,laptop,IT,EU,Apple,2025,13,270,50.69,46,1,9.0,Creative,macOS,False,2,9,0,1,3,5,6.1,6.923,0.0,3.7931,0.0769,0.336,low,1.0,2025-02-20 06:43:12.000000000,2025,9
LAP-0463,2020-07-29 12:28:48.000000000,laptop,IT,US,Apple,2020,67,100,15.0,100,48,5.1,Programming,macOS,False,2,18,4,5,3,6,2.49,2.687,0.2222,1.2687,0.7164,0.924,high,1.0,2020-08-26 12:28:48.000000000,2025,5
LAP-0464,2023-06-29 22:04:48.000000000,laptop,HR,US,Apple,2023,32,100,67.54,12,7,11.0,Programming,macOS,False,4,5,0,0,2,3,9.32,1.562,0.0,1.0144,0.2188,0.25,low,0.47,2023-07-04 22:04:48.000000000,2026,1
LAP-0465,2023-04-30 00:57:36.000000000,laptop,Engineering,EU,Apple,2023,34,100,40.0,67,18,3.5,Office,macOS,True,1,16,0,3,6,7,8.78,4.706,0.0,1.7647,0.5294,0.587,high,1.0,2023-05-27 00:57:36.000000000,2025,10
LAP-0466,2021-10-29 02:52:47.999999992,laptop,IT,US,HP,2021,52,100,72.67,11,4,4.6,Student,Windows,False,4,4,0,0,1,3,2.89,0.769,0.0,0.5256,0.0769,0.255,low,1.0,2021-11-03 02:52:47.999999992,2025,7
LAP-0467,2024-12-28 20:09:36.000000000,laptop,IT,US,Lenovo,2024,14,100,81.4,18,0,4.5,Student,Windows,False,5,1,0,0,0,1,4.43,0.714,0.0,1.3286,0.0,0.122,low,1.0,2025-01-16 20:09:36.000000000,2025,7
LAP-0468,2021-03-30 00:57:36.000000000,laptop,Sales,US,Asus,2020,59,169,40.29,47,7,8.9,Programming,Windows,False,2,8,0,1,3,4,9.44,1.356,0.0,1.012,0.1186,0.474,medium,0.9,2021-04-20 00:57:36.000000000,2025,6
LAP-0469,2024-02-28 10:33:35.999999992,laptop,IT,EU,Dell,2024,24,100,40.0,62,36,3.3,Student,Windows,True,1,18,0,3,7,8,8.58,7.5,0.0,2.5,1.5,0.648,high,1.0,2024-03-11 10:33:35.999999992,2025,2
LAP-0470,2021-12-29 00:00:00.000000000,laptop,Operations,India,HP,2021,50,100,43.02,51,1,3.7,Office,Windows,False,2,9,0,1,3,5,9.9,1.8,0.0,1.1396,0.02,0.443,medium,1.0,2022-01-16 00:00:00.000000000,2025,7
LAP-0471,2023-09-29 05:45:36.000000000,laptop,Engineering,India,Lenovo,2022,29,100,40.0,65,4,3.1,Office,Windows,False,1,19,0,3,7,9,8.2,6.552,0.0,2.069,0.1379,0.546,medium,1.0,2023-10-03 05:45:36.000000000,2025,9
LAP-0472,2021-10-29 02:52:47.999999992,laptop,IT,EU,Dell,2021,52,125,40.0,50,7,3.8,Office,Windows,False,2,12,0,2,4,6,7.46,2.308,0.0,1.1538,0.1346,0.506,medium,0.71,2021-11-20 02:52:47.999999992,2025,10
LAP-0473,2023-01-28 17:16:48.000000000,laptop,IT,India,Dell,2022,37,100,77.34,0,0,11.2,Gaming,Windows,False,4,4,0,0,1,3,7.33,1.081,0.0,0.6124,0.0,0.174,low,1.0,2023-02-14 17:16:48.000000000,2026,1
LAP-0474,2023-01-28 17:16:48.000000000,laptop,IT,EU,Acer,2023,37,100,40.0,64,12,3.8,Student,Windows,True,1,14,0,2,5,7,9.01,3.784,0.0,1.6216,0.3243,0.543,medium,0.61,2023-02-07 17:16:48.000000000,2025,6
LAP-0475,2022-08-29 12:28:48.000000000,laptop,Operations,US,Lenovo,2021,42,100,55.49,30,42,3.2,Office,Windows,True,2,11,0,2,4,5,9.88,2.619,0.0,1.0598,1.0,0.537,medium,0.54,2022-09-18 12:28:48.000000000,2025,2
LAP-0476,2024-06-29 04:47:59.999999992,laptop,HR,EU,Lenovo,2023,20,142,60.17,29,25,5.3,Creative,Windows,True,4,3,0,0,1,2,6.67,1.5,0.0,1.9915,1.25,0.329,low,1.0,2024-07-05 04:47:59.999999992,2025,10
LAP-0477,2019-05-30 08:38:23.999999975,laptop,Engineering,India,Dell,2018,81,100,22.0,89,49,3.8,Student,Windows,False,1,18,3,6,4,5,11.21,2.222,0.1667,0.963,0.6049,0.899,high,0.71,2019-06-24 08:38:23.999999975,2025,4
LAP-0478,2022-11-28 20:09:35.999999992,laptop,IT,India,Lenovo,2021,39,100,40.0,65,11,3.0,Student,Windows,True,1,17,0,3,6,8,8.66,4.359,0.0,1.5385,0.2821,0.575,high,1.0,2022-12-12 20:09:35.999999992,2025,10
LAP-0479,2023-08-29 19:12:00.000000000,laptop,HR,EU,Acer,2023,30,169,40.0,76,6,8.4,Creative,Windows,False,1,13,0,2,5,6,5.49,4.333,0.0,2.0,0.2,0.518,medium,0.78,2023-09-09 19:12:00.000000000,2025,9
LAP-0480,2025-01-28 06:43:12.000000000,laptop,IT,India,Dell,2024,13,100,59.87,30,7,7.4,Office,Windows,False,2,12,0,2,4,6,9.16,9.231,0.0,3.0869,0.5385,0.335,low,1.0,2025-02-08 06:43:12.000000000,2026,1
LAP-0481,2022-10-29 09:35:59.999999992,laptop,Sales,EU,Apple,2022,40,100,77.37,5,7,7.9,Creative,macOS,False,4,4,0,0,1,3,6.15,1.0,0.0,0.5657,0.175,0.218,low,0.93,2022-11-27 09:35:59.999999992,2025,4
LAP-0482,2022-10-29 09:35:59.999999992,laptop,Engineering,US,Apple,2022,40,142,79.71,14,18,11.6,Creative,macOS,True,4,5,0,1,2,2,5.56,1.25,0.0,0.5073,0.45,0.284,low,1.0,2022-11-16 09:35:59.999999992,2025,4
LAP-0483,2020-04-29 04:47:59.999999983,laptop,Sales,EU,Acer,2020,70,100,19.0,100,50,5.8,Office,Windows,False,2,20,3,7,3,7,11.67,2.857,0.15,1.1571,0.7143,0.948,high,1.0,2020-05-26 04:47:59.999999983,2025,2
LAP-0484,2024-09-28 12:28:48.000000000,laptop,Finance,US,Dell,2024,17,100,40.0,59,19,4.7,Student,Windows,True,1,14,0,2,5,7,11.28,8.235,0.0,3.5294,1.1176,0.519,medium,1.0,2024-10-21 12:28:48.000000000,2025,4
LAP-0485,2020-07-29 12:28:48.000000000,laptop,Sales,US,HP,2020,67,100,19.0,93,46,3.3,Office,Windows,True,2,17,2,6,3,6,7.53,2.537,0.1176,1.209,0.6866,0.882,high,1.0,2020-08-20 12:28:48.000000000,2025,5
LAP-0486,2020-04-29 04:47:59.999999983,laptop,HR,EU,Lenovo,2020,70,100,16.0,91,45,3.0,Student,Windows,False,2,17,2,5,3,7,8.35,2.429,0.1176,1.2,0.6429,0.888,high,1.0,2020-05-17 04:47:59.999999983,2025,3
LAP-0487,2020-11-28 06:43:12.000000000,laptop,IT,US,Lenovo,2020,63,100,16.0,94,50,5.0,Office,Windows,False,1,17,3,5,4,5,9.42,2.698,0.1765,1.3333,0.7937,0.899,high,1.0,2020-12-22 06:43:12.000000000,2025,4
LAP-0488,2024-02-28 10:33:35.999999992,laptop,IT,US,HP,2023,24,231,40.0,58,6,11.7,Creative,Windows,False,2,9,0,1,3,5,8.75,3.75,0.0,2.5,0.25,0.43,medium,1.0,2024-03-22 10:33:35.999999992,2025,10
LAP-0489,2022-09-28 23:02:24.000000000,laptop,Engineering,US,Lenovo,2021,41,100,56.98,45,15,4.2,Office,Windows,True,2,11,0,2,4,5,9.48,2.683,0.0,1.0493,0.3659,0.453,medium,1.0,2022-10-09 23:02:24.000000000,2025,4
LAP-0490,2021-01-28 03:50:23.999999992,laptop,Engineering,US,Asus,2021,61,236,19.0,98,45,11.5,Programming,Windows,True,2,17,2,5,3,7,9.03,2.787,0.1176,1.3279,0.7377,0.876,high,0.8,2021-02-18 03:50:23.999999992,2025,11
LAP-0491,2023-11-29 02:52:48.000000000,laptop,Operations,EU,HP,2023,27,100,71.81,9,2,7.1,Office,Windows,False,4,5,0,0,2,3,7.89,1.852,0.0,1.0441,0.0741,0.203,low,1.0,2023-12-11 02:52:48.000000000,2025,4
LAP-0492,2021-06-29 08:38:23.999999992,laptop,Engineering,US,HP,2021,56,100,49.07,43,15,7.9,Creative,Windows,True,2,8,0,1,3,4,8.25,1.429,0.0,0.9095,0.2679,0.47,medium,1.0,2021-07-04 08:38:23.999999992,2025,3
LAP-0493,2023-02-28 03:50:23.999999992,laptop,HR,India,Apple,2023,36,100,70.33,12,4,4.9,Office,macOS,False,4,5,0,0,2,3,6.87,1.389,0.0,0.8242,0.1111,0.239,low,1.0,2023-03-23 03:50:23.999999992,2026,1
LAP-0494,2023-08-29 19:12:00.000000000,laptop,Operations,EU,Lenovo,2023,30,100,70.53,9,6,6.1,Office,Windows,False,4,2,0,0,0,2,6.2,0.667,0.0,0.9823,0.2,0.198,low,1.0,2023-09-07 19:12:00.000000000,2025,5
LAP-0495,2025-02-27 17:16:48.000000000,laptop,IT,US,Acer,2025,12,100,70.67,9,0,4.0,Office,Windows,False,4,5,0,0,2,3,9.21,4.167,0.0,2.4442,0.0,0.166,low,0.39,2025-03-26 17:16:48.000000000,2025,2
LAP-0496,2020-12-28 17:16:48.000000000,laptop,IT,EU,Apple,2020,62,100,26.0,92,47,11.6,Gaming,macOS,False,2,17,3,5,4,5,9.98,2.742,0.1765,1.1935,0.7581,0.856,high,1.0,2021-01-22 17:16:48.000000000,2025,5
LAP-0497,2025-08-29 08:38:24.000000000,laptop,Engineering,US,HP,2024,6,100,49.53,36,0,5.7,Programming,Windows,False,2,10,0,2,4,4,8.13,10.0,0.0,8.4117,0.0,0.311,low,0.76,2025-09-07 08:38:24.000000000,2025,3
LAP-0498,2025-05-30 00:57:36.000000000,laptop,Operations,US,HP,2025,9,140,52.32,37,9,10.0,Creative,Windows,False,2,10,0,2,4,4,10.74,10.0,0.0,5.2978,1.0,0.348,low,0.55,2025-06-21 00:57:36.000000000,2025,5
LAP-0499,2020-07-29 12:28:48.000000000,laptop,HR,EU,Apple,2020,67,134,15.0,91,48,5.8,Office,macOS,False,2,17,3,5,3,6,8.23,2.537,0.1765,1.2687,0.7164,0.896,high,0.77,2020-08-08 12:28:48.000000000,2025,10
LAP-0500,2023-06-29 22:04:48.000000000,laptop,Sales,India,HP,2023,32,248,62.91,13,6,11.2,Creative,Windows,False,4,5,0,0,2,3,5.01,1.562,0.0,1.1591,0.1875,0.259,low,1.0,2023-07-21 22:04:48.000000000,2025,9
LAP-0501,2019-04-29 22:04:48.000000009,laptop,Sales,US,Acer,2019,82,134,32.0,92,49,10.8,Gaming,Windows,True,2,19,3,4,5,7,9.36,2.317,0.1579,0.8293,0.5976,0.89,high,0.76,2019-05-18 22:04:48.000000009,2025,6
LAP-0502,2019-08-29 16:19:11.999999983,laptop,Engineering,US,Lenovo,2019,78,113,33.0,92,45,4.9,Office,Windows,False,2,18,3,6,3,6,7.73,2.308,0.1667,0.859,0.5769,0.862,high,0.55,2019-08-30 16:19:11.999999983,2025,8
LAP-0503,2025-03-30 03:50:24.000000000,laptop,IT,US,Apple,2024,11,276,53.26,54,0,11.4,Programming,macOS,False,2,11,0,2,4,5,8.74,10.0,0.0,4.2491,0.0,0.358,medium,1.0,2025-04-06 03:50:24.000000000,2025,10
LAP-0504,2022-03-30 07:40:47.999999992,laptop,Engineering,EU,Dell,2022,47,118,73.77,12,6,6.1,Creative,Windows,False,4,2,0,0,0,2,2.31,0.426,0.0,0.5581,0.1277,0.231,low,1.0,2022-04-03 07:40:47.999999992,2025,6
LAP-0505,2022-03-30 07:40:47.999999992,laptop,HR,US,Lenovo,2022,47,111,50.36,43,6,6.2,Programming,Windows,False,2,11,0,2,4,5,8.69,2.34,0.0,1.0562,0.1277,0.442,medium,1.0,2022-03-31 07:40:47.999999992,2025,8
LAP-0506,2022-09-28 23:02:24.000000000,laptop,Engineering,India,Dell,2021,41,100,40.0,59,2,4.3,Office,Windows,False,1,19,0,3,7,9,7.13,4.634,0.0,1.4634,0.0488,0.551,high,1.0,2022-10-13 23:02:24.000000000,2026,1
LAP-0507,2024-11-28 09:36:00.000000000,laptop,Engineering,EU,Acer,2023,15,134,41.36,48,47,3.4,Student,Windows,True,2,9,0,1,3,5,7.65,6.0,0.0,3.9093,3.1333,0.552,high,1.0,2024-12-06 09:36:00.000000000,2025,10
LAP-0508,2024-04-29 07:40:47.999999992,laptop,Engineering,US,HP,2023,22,101,50.31,52,8,6.7,Office,Windows,False,2,10,0,2,4,4,10.82,4.545,0.0,2.2586,0.3636,0.406,medium,1.0,2024-05-11 07:40:47.999999992,2025,9
LAP-0509,2024-06-29 04:47:59.999999992,laptop,IT,EU,Acer,2024,20,176,61.16,21,8,7.0,Office,Windows,False,4,2,0,0,0,2,2.85,1.0,0.0,1.942,0.4,0.233,low,1.0,2024-07-21 04:47:59.999999992,2025,10
LAP-0510,2024-02-28 10:33:35.999999992,laptop,Operations,US,Asus,2023,24,100,46.33,49,15,3.7,Office,Windows,True,2,11,0,2,4,5,6.84,4.583,0.0,2.2362,0.625,0.452,medium,1.0,2024-03-21 10:33:35.999999992,2025,8
LAP-0511,2021-04-29 11:31:12.000000000,laptop,Operations,US,Lenovo,2021,58,170,60.54,22,9,7.0,Programming,Windows,False,4,2,0,0,0,2,4.44,0.345,0.0,0.6803,0.1552,0.319,low,1.0,2021-05-17 11:31:12.000000000,2025,10
LAP-0512,2022-10-29 09:35:59.999999992,laptop,Sales,India,Dell,2022,40,132,40.0,46,1,7.6,Creative,Windows,False,2,12,0,2,4,6,9.24,3.0,0.0,1.5,0.025,0.449,medium,1.0,2022-11-13 09:35:59.999999992,2025,8
LAP-0513,2019-12-29 10:33:36.000000009,laptop,IT,US,Dell,2019,74,149,31.0,97,50,3.5,Student,Windows,False,1,18,3,6,4,5,6.21,2.432,0.1667,0.9324,0.6757,0.897,high,1.0,2020-01-15 10:33:36.000000009,2025,12
LAP-0514,2025-08-29 08:38:24.000000000,laptop,Engineering,US,Asus,2025,6,108,55.14,49,5,6.9,Office,Windows,False,2,12,0,2,4,6,10.44,12.0,0.0,7.4767,0.8333,0.363,medium,1.0,2025-09-27 08:38:24.000000000,2025,5
LAP-0515,2025-01-28 06:43:12.000000000,laptop,IT,EU,Asus,2025,13,100,80.18,10,1,3.8,Student,Windows,False,4,5,0,0,2,3,9.79,3.846,0.0,1.5246,0.0769,0.151,low,1.0,2025-02-11 06:43:12.000000000,2025,3
LAP-0516,2025-06-29 11:31:12.000000000,laptop,Sales,US,Lenovo,2025,8,232,40.0,70,5,9.6,Creative,Windows,False,1,20,0,4,8,8,6.69,20.0,0.0,7.5,0.625,0.527,medium,0.86,2025-07-13 11:31:12.000000000,2025,9
LAP-0517,2020-10-28 20:09:35.999999992,laptop,Operations,India,Lenovo,2019,64,186,37.0,84,39,8.2,Creative,Windows,False,3,14,2,3,4,5,7.73,2.188,0.1429,0.9844,0.6094,0.755,high,1.0,2020-11-15 20:09:35.999999992,2025,7
LAP-0518,2024-03-29 21:07:12.000000000,laptop,IT,EU,Lenovo,2023,23,100,40.0,73,49,6.5,Programming,Windows,True,1,17,0,3,6,8,7.59,7.391,0.0,2.6087,2.1304,0.71,high,1.0,2024-04-18 21:07:12.000000000,2025,7
LAP-0519,2024-11-28 09:36:00.000000000,laptop,IT,India,Apple,2023,15,106,53.34,50,6,6.5,Programming,macOS,False,2,10,0,2,4,4,10.08,6.667,0.0,3.1107,0.4,0.372,medium,0.67,2024-12-16 09:36:00.000000000,2025,7
LAP-0520,2023-07-30 08:38:24.000000000,laptop,HR,US,Acer,2023,31,186,54.12,46,31,11.5,Programming,Windows,True,2,9,0,1,3,5,12.13,2.903,0.0,1.48,1.0,0.485,medium,1.0,2023-08-15 08:38:24.000000000,2025,10
LAP-0521,2021-07-29 19:12:00.000000000,laptop,IT,US,Asus,2020,55,312,40.0,69,16,11.1,Creative,Windows,True,1,14,0,2,5,7,8.71,2.545,0.0,1.0909,0.2909,0.607,high,1.0,2021-07-30 19:12:00.000000000,2025,12
LAP-0522,2022-12-29 06:43:12.000000000,laptop,Finance,US,Acer,2022,38,100,48.98,40,4,3.0,Student,Windows,False,2,10,0,2,4,4,9.21,2.632,0.0,1.3426,0.1053,0.403,medium,0.76,2023-01-21 06:43:12.000000000,2025,6
LAP-0523,2023-11-29 02:52:48.000000000,laptop,HR,US,Asus,2022,27,100,40.0,57,6,5.0,Student,Windows,False,1,15,0,3,6,6,6.85,5.556,0.0,2.2222,0.2222,0.494,medium,0.93,2023-12-26 02:52:48.000000000,2025,6
LAP-0524,2022-12-29 06:43:12.000000000,laptop,Engineering,US,Dell,2022,38,100,40.0,36,0,3.9,Office,Windows,False,2,8,0,1,3,4,7.12,2.105,0.0,1.5789,0.0,0.381,medium,1.0,2023-01-09 06:43:12.000000000,2025,3
